TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6020;9033;AD Seligenstadt (O);9;BY;A;3;;8+1;Frankfurt a. Main;AD Seligenstädter Dreieck (A45);N;Würzburg;AS Stockstadt (B469);S;6;281;100.503;48.012;52.491;16.914;8.041;8.873;16,8;1,00;0,79;1,06;5.485;14,4;1.593;33,8;;;;;D;D;80,5;8,0;0,6;1,3;3,3;13,2;10,0;0,4;1,3;502.145;5.537.327;;;;;106.015;49.851;56.164;21,4;21,6;21,2;49,98827092;9,02991729;4.076;4.787;8,5;9,1;5,0;13,1;3,8;9,9;8,2;8,5;50.660;56.181;0,84;0,75;0,96;0,96;1,07;1,06;0,83;0,82;4.591;191;597;35;1.023;79;460;9;3.646;118;431;27;460;6020005O6020202O;1,105;Ri1_ist_VonNK;- in Bearbeitung -;
6225;9011;AD Würzburg-West (O);9;BY;A;3;;8+1;Frankfurt a. Main;AD Dreieck Würzburg-West (A81);N;Würzburg;AS Würzburg/Kist;S;10;334;86.729;44.950;41.779;18.744;9.633;9.111;21,6;1,03;0,99;1,13;4.674;18,0;1.493;44,2;;;;;D;D;75,5;8,2;0,6;1,5;3,3;17,8;13,9;0,4;1,3;560.331;5.511.095;;;;;87.834;45.163;42.671;28,4;28,7;28,2;49,74931005;9,83747929;4.509;3.588;10,0;8,6;2,3;2,7;0,7;0,9;10,0;8,4;44.832;40.907;1,00;0,97;1,04;0,99;1,09;1,17;0,85;0,94;3.742;164;677;29;804;80;580;9;3.019;127;532;22;350;6224215O6225031O;1,372;Ri1_ist_VonNK;- in Bearbeitung -;
6224;9034;AD Würzburg-West (W);9;BY;A;3;;8+1;Frankfurt a. Main;AS Helmstadt;N;Würzburg;AD Dreieck Würzburg-West (A81);S;6;332;66.827;33.697;33.130;14.931;7.378;7.553;22,3;1,03;0,95;1,12;3.591;18,7;1.171;44,4;;;;;D;D;74,6;7,8;0,7;1,7;3,4;18,5;14,8;0,4;1,4;557.220;5.511.239;;;;;67.474;33.678;33.796;29,4;29,3;29,5;49,75091045;9,79432498;3.361;2.892;10,0;8,7;5,6;9,5;4,6;7,4;10,0;8,6;33.637;32.785;0,96;0,94;0,97;0,96;1,12;1,13;0,87;0,91;2.842;127;546;27;628;63;457;7;2.239;98;410;21;360;6224211O6224215O;2,337;Ri1_ist_VonNK;- in Bearbeitung -;
6633;9046;AK Altdorf (S);9;BY;A;3;;8+1;Nürnberg;AK Kreuz Altdorf (A6);N;Passau;AS Altdorf/Burgthann;S;4;348;53.120;26.135;26.985;11.356;5.416;5.939;21,4;0,99;0,77;1,05;2.859;18,9;921;36,8;;;;;D;D;75,3;9,2;0,8;1,8;3,8;17,2;13,5;0,4;1,5;667.277;5.474.252;;;;;56.573;27.443;29.130;26,7;26,5;26,8;49,39795561;11,30551384;2.523;2.502;9,7;9,3;12,7;13,9;8,8;10,9;9,2;8,6;28.023;29.116;0,83;0,70;0,99;0,89;1,02;1,07;0,78;0,81;2.255;111;429;23;562;54;285;6;1.723;80;308;17;130;6533019O6634008O;0,831;Ri1_ist_VonNK;- in Bearbeitung -;
6226;9038;AK Biebelried (O);9;BY;A;3;;8+1;Würzburg;AK Kreuz Biebelried (A7);N;Nürnberg;AS Kitzingen/Schwarzach;S;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583.447;5.515.534;;;;;;;;;;;49,78646362;10,15925843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;6226023O6227004O;4,997;Ri1_ist_VonNK;- in Bearbeitung -;
6226;9036;AK Biebelried (W);9;BY;A;3;;8+1;Würzburg;AS Rottendorf;N;Nürnberg;AK Kreuz Biebelried (A7);S;6;335;73.628;36.886;36.742;16.735;8.364;8.371;22,7;1,03;0,97;1,14;3.945;19,0;1.314;45,4;;;;;D;D;75,4;9,1;0,5;1,8;2,3;20,0;16,0;0,5;0,0;577.705;5.514.094;;;;;74.490;36.799;37.691;30,1;30,7;29,5;49,77428740;10,07921913;3.707;3.102;10,0;8,4;2,1;4,4;0,8;2,5;10,1;8,2;35.870;36.953;1,02;0,92;1,06;0,93;1,13;1,15;0,88;0,89;3.178;102;646;19;713;50;546;4;2.535;78;507;14;310;6226007O6226023O;0,936;Ri1_ist_VonNK;- in Bearbeitung -;
7143;9093;AK Deggendorf (W);9;BY;A;3;;8+1;Nürnberg;AS Metten;N;Passau;AK Kreuz Deggendorf (A92);S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;788.427;5.415.109;;;;;;;;;;;48,82191416;12,92977988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;7143022O7143018O;3,813;Ri1_ist_VonNK;- in Bearbeitung -;
6432;9050;AK Fürth/Erlangen (O);9;BY;A;3;;8+1;Würzburg;AK Kreuz Fürth/Erlangen (A73);N;Nürnberg;AS Erlangen-Tennenlohe;S;6;300;98.412;48.350;50.062;17.607;8.770;8.837;17,9;0,98;0,79;1,07;5.404;15,4;1.494;35,6;;;;;D;D;79,0;8,2;2,1;1,4;3,7;13,8;11,1;0,3;1,7;646.332;5.489.582;;;;;104.393;51.034;53.359;22,3;22,8;21,7;49,54115116;11,02270420;4.240;4.216;8,8;8,4;12,6;11,3;9,7;8,4;8,3;7,9;51.489;52.335;0,79;0,79;0,99;0,97;1,07;1,08;0,79;0,81;4.369;206;628;112;901;89;444;33;3.230;137;456;86;190;6431028O6432014O;3,135;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9951;AK Fürth/Erlangen (W);9;BY;A;3;;5+1;Würzburg;AS Erlangen-Frauenaurach;N;Nürnberg;AK Kreuz Fürth/Erlangen (A73);S;4;326;88.463;43.035;45.428;16.177;7.940;8.236;18,3;0,97;0,73;1,05;4.834;15,7;1.390;36,2;;;;;D;D;79,6;;;1,5;4,3;13,7;;0,3;0,6;643.408;5.491.613;;;;;95.329;45.818;49.511;22,1;22,9;21,5;49,56011538;10,98305259;3.759;4.173;8,7;9,2;16,0;16,6;11,2;13,2;8,2;8,4;45.687;48.779;0,75;0,72;0,98;0,95;1,05;1,05;0,78;0,79;;208;551;;;86;417;;;141;414;;200;6431019O6431028O;3,029;Ri1_ist_VonNK;- in Bearbeitung -;
6533;9040;AK Nürnberg (O);9;BY;A;3;;8+1;Nürnberg;AK Kreuz Nürnberg (A9);N;Passau;AK Kreuz Altdorf (A6);S;4;319;46.376;23.375;23.001;10.278;5.000;5.278;22,2;0,98;0,76;1,09;2.509;19,5;779;39,0;;;;;C;C;74,6;8,7;0,6;1,8;3,7;18,1;13,8;0,3;1,4;663.447;5.480.389;;;;;49.902;24.950;24.952;27,3;27,0;27,7;49,45415266;11,25529647;2.518;2.200;10,8;9,6;11,5;16,0;8,6;12,1;10,1;8,8;24.885;24.867;0,84;0,69;0,99;0,89;1,08;1,11;0,74;0,81;1.968;94;396;15;459;46;258;4;1.451;73;272;11;140;6533014O6533019O;0,976;Ri1_ist_VonNK;- in Bearbeitung -;
6533;9039;AK Nürnberg (W);9;BY;A;3;;8+1;Nürnberg;AS Nürnberg-Mögeldorf;N;Passau;AK Kreuz Nürnberg (A9);S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660.699;5.481.653;;;;;;;;;;;49,46625023;11,21792788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;6533008O6533014O;2,491;Ri1_ist_VonNK;- in Bearbeitung -;
7038;9080;AK Regensburg (O);9;BY;A;3;;8+1;Nürnberg;AK Kreuz Regensburg (A93);N;Passau;AS Regensburg-Universität;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.965;5.431.022;;;;;;;;;;;48,99107416;12,07535774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;7038002O7038036O;1,120;Ri1_ist_VonNK;- in Bearbeitung -;
7038;9074;AK Regensburg (W);9;BY;A;3;;8+1;Nürnberg;AS Sinzing;N;Passau;AK Kreuz Regensburg (A93);S;4;336;58.765;29.635;29.129;10.786;5.243;5.543;18,4;0,99;0,75;1,04;3.177;16,2;992;32,2;;;;;D;D;77,8;9,0;0,6;1,9;3,2;14,7;12,2;0,5;2,0;721.651;5.431.395;;;;;62.886;31.438;31.448;22,7;22,3;23,0;48,99562304;12,03033273;3.079;2.977;10,4;10,2;12,7;16,5;9,9;14,3;9,8;9,5;32.032;31.190;0,80;0,70;1,00;0,92;1,01;1,08;0,78;0,86;2.582;107;408;19;640;56;263;8;1.917;79;289;16;90;6937014O7038001O;7,419;Ri1_ist_VonNK;- in Bearbeitung -;
6020;9505;AS Aschaffenburg (W);9;BY;A;3;;2;Frankfurt a. Main;AS Stockstadt (B469);N;Würzburg;AS Aschaffenburg-West (B8);S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;504.321;5.537.530;;;;;;;;;;;49,99008818;9,06027366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;6020202O6020201O;0,642;Ri1_ist_VonNK;- in Bearbeitung -;
6021;9508;AS Bessenbach-Waldaschaff;9;BY;A;3;;8+1;Frankfurt a. Main;AS Bessenbach/Waldaschaff;N;Würzburg;AS Weibersbrunn;S;6;313;70.559;35.039;35.521;;;;;1,02;0,94;1,10;3.797;;1.225;;;;;;D;D;;;;;;;;;;518.741;5.536.883;;;;;71.371;34.916;36.455;;;;49,98398205;9,26141415;3.318;3.327;9,5;9,4;;;;;9,5;9,1;34.970;35.488;0,97;0,91;0,97;0,94;1,09;1,11;0,90;0,91;;;;;;;;;;;;;400;6021021O6022017O;0,584;Ri1_ist_VonNK;- in Bearbeitung -;
6432;9519;AS Erlangen-Tennenlohe;9;BY;A;3;;5+1;Würzburg;AS Erlangen-Tennenlohe (B4);N;Passau;AS Nürnberg-Nord (B2);S;6;137;100.111;49.398;50.713;18.782;9.014;9.768;18,8;0,98;0,76;1,06;5.534;16,2;1.446;38,4;;;;;D;D;78,8;;;1,6;5,3;13,1;;0,3;0,8;649.440;5.488.130;;;;;107.204;52.709;54.495;23,1;22,7;23,4;49,52734630;11,06509815;4.713;4.654;9,5;9,2;15,2;13,5;9,7;8,7;8,9;8,5;52.596;53.625;0,76;0,76;0,99;0,97;1,06;1,05;0,75;0,78;;290;606;;;123;432;;;183;449;;180;6432014O6432021O;2,773;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9518;AS Erlangen-West;9;BY;A;3;;5+1;Würzburg;AS Erlangen-West;N;Nürnberg;AS Erlangen-Frauenaurach;S;4;324;72.811;35.815;36.996;15.545;7.556;7.989;21,3;1,01;0,84;1,08;3.905;18,4;1.291;39,4;;;;;D;D;76,2;;;1,8;5,1;15,9;;0,4;0,7;639.614;5.493.367;;;;;75.389;36.815;38.574;26,8;27,0;26,7;49,57676419;10,93124967;3.253;3.159;9,1;8,5;13,9;19,8;9,2;14,5;8,8;8,2;36.768;37.655;0,84;0,84;0,98;0,95;1,08;1,09;0,83;0,87;;199;518;;;99;409;;;145;404;;210;6331011O6431019O;5,924;Ri1_ist_VonNK;- in Bearbeitung -;
6229;9515;AS Geiselwind;9;BY;A;3;;5+1;Würzburg;AS Geiselwind;N;Nürnberg;AS Schlüsselfeld;S;4;225;64.922;31.927;32.995;16.175;7.991;8.184;24,9;1,05;0,97;1,13;3.438;21,3;1.239;45,0;;;;;D;D;72,3;;;2,0;4,8;19,6;;0,5;0,7;612.121;5.513.235;;;;;64.537;31.359;33.178;32,7;33,5;31,9;49,76112846;10,55680653;2.964;2.821;9,3;8,5;4,1;4,5;0,9;1,8;9,5;8,5;31.054;32.262;0,99;0,96;1,00;0,92;1,12;1,14;0,91;0,93;;168;564;;;94;464;;;141;448;;270;6228018O6229016O;5,953;Ri1_ist_VonNK;- in Bearbeitung -;
5921;9507;AS Goldbach;9;BY;A;3;;8+1;Frankfurt a. Main;AS Goldbach (B26);N;Würzburg;AS Hösbach (B26);S;6;100;95.562;47.680;47.883;15.629;7.473;8.156;16,4;0,99;0,79;1,07;5.216;13,7;1.514;34,8;;;;;D;C;82,2;5,8;0,4;1,4;2,5;13,4;10,8;0,4;0,0;515.690;5.538.979;;;;;101.069;49.901;51.168;20,7;20,1;21,2;50,00292855;9,21893582;4.171;4.407;8,7;9,2;12,1;10,8;9,5;8,6;8,4;8,6;49.675;50.455;0,81;0,77;0,97;0,96;1,06;1,08;0,82;0,84;4.483;144;570;19;983;60;467;4;3.554;90;435;14;420;6021028C5921022O;1,820;Ri1_ist_VonNK;- in Bearbeitung -;
6331;9517;AS Höchstadt-Ost;9;BY;A;3;;5+1;Würzburg;AS Höchstadt-Ost (B470);N;Nürnberg;AS Erlangen-West;S;4;288;71.637;35.400;36.236;15.133;7.440;7.693;21,1;1,02;0,87;1,10;3.837;18,1;1.281;39,5;;;;;D;D;76,5;;;1,8;4,7;15,9;;0,5;0,6;635.847;5.503.323;;;;;73.603;36.130;37.474;26,7;27,0;26,4;49,66712278;10,88261594;3.213;2.955;9,1;8,2;13,4;9,8;8,7;6,6;8,9;7,9;36.121;36.484;0,86;0,87;0,98;0,95;1,09;1,10;0,84;0,88;;185;508;;;96;409;;;138;401;;220;6231023O6331011O;4,128;Ri1_ist_VonNK;- in Bearbeitung -;
6123;9510;AS Marktheidenfeld;9;BY;A;3;;8+1;Frankfurt a. Main;AS Marktheidenfeld (B8);N;Würzburg;AS Wertheim/Lengfurt;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;541.893;5.517.416;;;;;;;;;;;49,80773264;9,58222760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;6123024O6223030O;2,045;Ri1_ist_VonNK;- in Bearbeitung -;
6532;9520;AS Nürnberg-Nord;9;BY;A;3;;5+1;Würzburg;AS Nürnberg-Nord (B2);N;Passau;AS Nürnberg/Behringersdorf (B14);S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;655.594;5.484.514;;;;;;;;;;;49,49329572;11,14865091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;6432021O6533007O;1,283;Ri1_ist_VonNK;- in Bearbeitung -;
6533;9521;AS Nürnberg/Behringersd.;9;BY;A;3;;5+1;Würzburg;AS Nürnberg/Behringersdorf (B14);N;Passau;AS Nürnberg-Mögeldorf;S;6;172;109.617;53.840;55.777;17.783;8.704;9.079;16,2;0,97;0,77;1,08;6.137;14,0;1.427;35,0;;;;;D;C;81,5;;;1,2;3,2;12,7;;0,3;1,1;657.854;5.482.572;;;;;117.205;57.001;60.204;20,1;20,4;19,8;49,47525095;11,17906348;5.412;6.078;10,1;10,9;10,2;9,6;7,3;7,3;9,5;10,1;56.832;59.078;0,80;0,75;1,00;0,95;1,06;1,09;0,78;0,79;;197;665;;;85;413;;;120;453;;160;6533007O6533008O;0,268;Ri1_ist_VonNK;- in Bearbeitung -;
6634;9624;AS Oberölsbach;9;BY;A;3;;8+1;Nürnberg;AS Oberölsbach;N;Passau;AS Neumarkt/OPf.;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;676.916;5.469.726;;;;;;;;;;;49,35455946;11,43623597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;6634015O6634017O;1,163;Ri1_ist_VonNK;- in Bearbeitung -;
6230;9516;AS Schlüsselfeld;9;BY;A;3;;5+1;Würzburg;AS Schlüsselfeld;N;Nürnberg;AS Höchstadt-Nord;S;4;283;66.137;32.620;33.517;16.262;7.918;8.344;24,6;1,05;0,96;1,12;3.509;21,1;1.248;44,4;;;;;D;D;72,8;;;2,0;5,0;19,1;;0,5;0,7;624.397;5.510.198;;;;;66.024;32.305;33.719;32,1;32,4;31,8;49,73140237;10,72620092;3.011;2.839;9,2;8,5;4,0;3,9;1,3;1,1;9,3;8,4;32.182;32.885;0,96;0,95;1,00;0,92;1,10;1,14;0,89;0,93;;176;564;;;99;455;;;147;443;;250;6229016O6230012O;7,134;Ri1_ist_VonNK;- in Bearbeitung -;
6224;9511;AS Wertheim/Lengfurt;9;BY;A;3;;8+1;Frankfurt a. Main;AS Wertheim/Lengfurt;N;Würzburg;AS Helmstadt (B468);S;6;325;65.709;35.804;29.905;13.988;6.848;7.140;21,3;1,04;0,97;1,14;3.524;17,8;1.166;42,7;;;;;D;D;76,8;9,3;0,4;1,9;2,2;18,6;15,0;0,5;0,0;551.470;5.513.722;;;;;65.816;35.724;30.092;28,4;25,7;31,5;49,77375676;9,71483330;3.619;2.530;10,1;8,5;2,0;4,7;0,0;0,0;10,1;8,4;35.613;29.169;0,97;0,98;0,97;0,96;1,15;1,13;0,89;0,94;;;;;;;;;;;;;370;6223021O6224211O;4,984;Ri1_ist_VonNK;- in Bearbeitung -;
6225;9513;AS Würzburg-Heidingsfeld;9;BY;A;3;;5+1;Frankfurt a. Main;AS Würzburg-Heidingsfeld (B19);N;Nürnberg;AS Würzburg/Randersacker (B13);S;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569.887;5.510.355;;;;;;;;;;;49,74161663;9,96998602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;6225028O6225034O;4,041;Ri1_ist_VonNK;- in Bearbeitung -;
6020;9506;AS-Aschaffenburg;9;BY;A;3;;2;Frankfurt a. Main;AS Aschaffenburg-West (B8);N;Würzburg;AS Aschaffenburg-Ost (B26);S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511.470;5.537.681;;;;;;;;;;;49,99134377;9,16001633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440;6020201O6021001O;6,316;Ri1_ist_VonNK;- in Bearbeitung -;
6226;9512;AS-Würzburg-Randersacker;9;BY;A;3;;8+1;Frankfurt a. Main;AS Würzburg/Randersacker (B13);N;Nürnberg;AS Rottendorf (B8);S;6;248;71.027;35.542;35.485;16.806;8.495;8.310;23,7;1,03;0,97;1,14;3.802;19,7;1.274;47,0;;;;;C;D;74,3;9,2;0,5;2,0;2,5;20,7;16,6;0,4;0,0;576.234;5.512.738;;;;;71.895;35.398;36.497;31,2;32,1;30,4;49,76228284;10,05851942;3.686;2.933;10,4;8,3;2,6;2,2;1,1;1,2;10,4;8,0;34.430;35.672;1,03;0,92;1,07;0,94;1,13;1,15;0,88;0,89;3.031;105;646;20;670;51;549;5;2.405;80;506;14;320;6225034O6226007O;5,779;Ri1_ist_VonNK;- in Bearbeitung -;
7345;9628;Aicha vorm Wald;9;BY;A;3;;8+1;Nürnberg;AS Garham/Vilshofen;N;Passau;AS Aicha vorm Wald;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;812.938;5.399.842;;;;;;;;;;;48,67309516;13,25121338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;7345001O7345009O;3,906;Ri1_ist_VonNK;- in Bearbeitung -;
6228;9041;Geiselwind (W);9;BY;A;3;;8+1;Würzburg;AS Wiesentheid;N;Nürnberg;AS Geiselwind;S;4;240;64.697;31.867;32.830;15.625;7.606;8.019;24,2;1,05;0,97;1,12;3.451;20,4;1.185;46,2;;;;;C;C;71,9;9,8;0,6;2,7;3,4;20,2;16,1;0,5;1,3;606.066;5.514.128;;;;;64.473;31.434;33.040;31,8;32,1;31,6;49,77025270;10,47300499;3.355;3.053;10,5;9,3;5,3;3,6;4,4;1,5;10,7;9,2;31.188;32.248;0,98;0,96;1,00;0,93;1,11;1,13;0,90;0,94;2.684;122;581;20;617;71;476;6;2.159;110;460;16;280;6228012O6228018O;9,936;Ri1_ist_VonNK;- in Bearbeitung -;
5921;9727;Goldbach (W);9;BY;A;3;;2;Frankfurt a. Main;AS Aschaffenburg-Ost (B26);N;Würzburg;AS Goldbach (B26);S;6;206;93.387;46.132;47.256;16.687;7.746;8.941;17,9;0,98;0,80;1,08;5.091;15,2;1.492;36,0;;;;;D;D;;;;;;;;;;513.271;5.537.974;;;;;98.885;48.506;50.379;22,1;21,0;23,1;49,99394136;9,18515248;4.074;4.297;8,8;9,1;12,8;13,3;;;8,4;8,5;48.115;49.204;0,83;0,78;0,97;0,94;1,07;1,08;0,84;0,84;;;;;;;;;;;;;430;6021001O6021028C;1,096;Ri1_ist_VonNK;- in Bearbeitung -;
5921;9010;Hösbach (O);9;BY;A;3;;8+1;Frankfurt a. Main;AS Hösbach;N;Würzburg;AS Bessenbach/Waldaschaff;S;6;201;75.556;37.737;37.819;14.780;7.107;7.673;19,6;1,01;0,91;1,10;4.077;16,3;1.291;39,9;;;;;D;D;78,7;5,2;0,3;1,8;2,7;16,4;13,3;0,5;0,0;516.421;5.538.900;;;;;77.192;37.865;39.327;25,5;25,0;25,9;50,00219934;9,22913755;3.402;3.454;9,0;9,1;1,8;11,0;0,6;8,8;9,0;8,8;37.401;38.113;0,95;0,87;0,96;0,95;1,10;1,10;0,91;0,89;3.396;120;546;14;772;58;458;3;2.741;85;425;10;410;5921022O6021021O;0,303;Ri1_ist_VonNK;- in Bearbeitung -;
6227;9027;Kitzingen/Schwarzach (O);9;BY;A;3;;8+1;Würzburg;AS Kitzingen/Schwarzach;N;Nürnberg;AS Wiesentheid;S;4;223;65.097;31.972;33.125;15.285;7.394;7.891;23,5;1,04;0,98;1,13;3.451;19,9;1.236;43,4;;;;;D;D;73,5;8,7;0,6;1,9;3,3;19,6;15,7;0,5;1,1;590.856;5.515.091;;;;;64.863;31.481;33.382;31,0;31,2;30,8;49,78140656;10,26205774;3.023;2.827;9,5;8,5;3,0;4,0;0,8;3,0;9,6;8,5;31.156;32.347;0,99;0,97;1,00;0,93;1,10;1,15;0,90;0,93;2.705;122;565;21;676;69;467;8;2.193;107;451;17;290;6227004O6228012O;3,823;Ri1_ist_VonNK;- in Bearbeitung -;
6634;9051;Neumarkt/Opf. (S);9;BY;A;3;;8+1;Nürnberg;AS Neumarkt/OPf.;N;Passau;AS Velburg;S;4;142;40.685;19.791;20.893;10.528;4.976;5.552;25,9;1,06;0,88;1,08;2.144;23,1;798;41,0;;;;;C;C;70,4;9,2;0,5;2,3;4,0;21,4;16,6;0,5;1,4;680.230;5.465.451;;;;;41.191;19.545;21.646;33,7;34,0;33,5;49,31516976;11,47989321;2.111;2.051;10,7;9,8;2,6;5,4;0,9;3,3;10,8;9,5;20.239;21.473;0,98;0,78;0,98;0,86;1,03;1,13;0,84;0,90;1.607;89;406;12;455;51;276;4;1.268;75;304;9;110;6634017O6735022O;0,326;Ri1_ist_VonNK;- in Bearbeitung -;
6937;9081;Nittendorf (W);9;BY;A;3;;8+1;Nürnberg;AS Laaber;N;Passau;AS Nittendorf;S;4;315;44.067;21.651;22.416;9.825;4.827;4.998;22,3;1,04;0,83;1,07;2.348;20,0;812;35,6;;;;;D;C;71,8;5,2;0,1;2,7;3,8;18,1;14,6;0,3;3,2;714.561;5.435.573;;;;;45.460;21.921;23.539;28,4;29,2;27,6;49,03566576;11,93573767;2.207;2.063;10,2;9,2;3,1;4,4;0,7;2,4;10,1;8,8;22.387;23.335;0,92;0,74;1,00;0,87;1,01;1,12;0,82;0,88;1.804;90;379;3;491;49;241;1;1.371;74;274;2;100;6937001O6937014O;7,265;Ri1_ist_VonNK;- in Bearbeitung -;
7546;9085;Pocking (O);9;BY;A;3;;8+1;Passau;AS Pocking;N;Linz (A);AS GÜG Suben;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;825.904;5.372.116;;;;;;;;;;;48,41777725;13,40514367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7546029O7546030O;2,946;Ri1_ist_VonNK;- in Bearbeitung -;
6230;9252;Pommersfelden (O);9;BY;A;3;;8+1;Würzburg;AS Pommersfelden;N;Nürnberg;AS Höchstadt-Ost;S;4;250;66.749;33.105;33.643;;;;;1,04;0,92;1,11;3.561;;1.222;;;;;;D;D;;;;;;;;;;631.716;5.509.420;;;;;67.335;33.113;34.223;;;;49,72285701;10,82745274;3.038;2.843;9,2;8,5;;;;;9,2;8,3;33.170;33.130;0,91;0,93;0,97;0,95;1,11;1,12;0,88;0,92;;;;;;;;;;;;;230;6230018O6231023O;0,591;Ri1_ist_VonNK;- in Bearbeitung -;
6230;9251;Pommersfelden (W);9;BY;A;3;;8+1;Würzburg;AS Höchstadt-Nord;N;Nürnberg;AS Pommersfelden;S;4;295;68.251;33.603;34.648;15.801;7.749;8.052;23,2;1,04;0,94;1,11;3.632;19,8;1.267;42,5;;;;;D;D;73,7;8,4;0,7;1,8;3,4;19,2;15,1;0,5;1,4;630.162;5.510.806;;;;;68.506;33.444;35.063;30,3;30,8;29,8;49,73565070;10,80637361;3.092;2.912;9,2;8,4;2,8;9,0;0,9;6,3;9,2;8,3;33.482;34.192;0,94;0,94;0,99;0,92;1,09;1,13;0,88;0,93;2.838;131;587;27;701;73;465;10;2.256;112;453;23;240;6230012O6230018O;1,248;Ri1_ist_VonNK;- in Bearbeitung -;
6939;9076;Regensburg-Ost (O);9;BY;A;3;;8+1;Nürnberg;AS Regensburg-Ost;N;Passau;AS Neutraubling;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.936;5.432.370;;;;;;;;;;;49,00060794;12,17128340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;7038030O7039001O;1,557;Ri1_ist_VonNK;- in Bearbeitung -;
7038;9009;Regensburg-Ost (W);9;BY;A;3;;8+1;Nürnberg;AS Regensburg-Burgweinting;N;Passau;AS Regensburg-Ost;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730.052;5.431.921;;;;;;;;;;;48,99727592;12,14530366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;7038005O7038030O;0,859;Ri1_ist_VonNK;- in Bearbeitung -;
