TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6438;9901;Wernberg-Köblitz (S);9;BY;A;93;;8+1;Weiden;AS Wernberg-Köblitz;N;Regensburg;AK Kreuz Oberpfälzer Wald (A6);S;4;270;37.090;18.672;18.417;6.088;3.052;3.036;16,4;0,99;0,88;1,17;2.087;15,1;463;28,6;;;;;C;B;80,6;7,9;2,1;1,5;3,6;12,6;9,7;0,2;1,4;728.102;5.490.721;;;;;39.001;19.937;19.063;21,5;21,1;21,9;49,52612820;12,15217097;2.158;1.956;11,6;10,6;11,3;9,4;8,4;6,9;10,8;10,3;19.790;18.631;0,75;1,01;0,91;1,18;1,27;1,06;0,78;0,78;1.702;76;238;42;308;26;107;14;1.199;39;135;33;110;6438029O6438033O;1,254;Ri1_ist_VonNK;- in Bearbeitung -;
7836;9840;AK München-Ost (O);9;BY;A;94;;8+1;Mühldorf;AS Parsdorf;O;München;AK Kreuz München-Ost (A99);W;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;705.426;5.335.838;;;;;;;;;;;48,14259670;11,76159587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;7836015O7836039O;0,304;Ri1_ist_NachNK;- in Bearbeitung -;
7836;9987;Feldkirchen-Ost (W);9;BY;A;94;;8+1;Mühldorf;AS Feldkirchen-Ost;O;München;AS Feldkirchen-West;W;6;210;58.324;30.593;27.731;;;;;0,85;0,54;1,03;3.359;;572;;;;;;E;E;;;;;;;;;;703.148;5.335.768;;;;;68.338;36.146;32.192;;;;48,14269663;11,73098585;4.168;4.099;13,6;14,8;;;;;11,5;12,7;36.081;32.641;0,51;0,57;0,93;0,99;1,04;1,03;0,73;0,74;;;;;;;;;;;;;30;7836017O7836051O;1,622;Ri1_ist_NachNK;- in Bearbeitung -;
7836;9986;München-Riem (O);9;BY;A;94;;8+1;Mühldorf;AS Feldkirchen-West;O;München;AS München-Riem;W;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;701.149;5.335.644;;;;;;;;;;;48,14222030;11,70408307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7836019O7836017O;1,224;Ri1_ist_NachNK;- in Bearbeitung -;
7836;9985;München-Riem (W);9;BY;A;94;;8+1;Mühldorf;AS München- Riem;O;München;AS München-Am Moosfeld;W;6;349;69.539;34.579;34.960;;;;;0,85;0,55;1,00;3.979;;734;;;;;;D;D;;;;;;;;;;699.342;5.335.034;;;;;81.450;40.740;40.710;;;;48,13730673;11,67953115;3.919;3.688;11,3;10,5;;;;;9,6;9,1;42.007;41.672;0,52;0,58;0,93;0,97;0,99;1,00;0,71;0,75;;;;;;;;;;;;;10;7836043O7836019O;0,586;Ri1_ist_NachNK;- in Bearbeitung -;
7740;9984;Wimpasing;9;BY;A;94;;5+1;Simbach;AS Waldkraiburg/Ampfing;O;München;AS Heldenstein (B12);W;4;148;22.029;11.142;10.887;4.473;2.197;2.276;20,3;0,91;0,80;1,09;1.231;18,7;292;34,1;;;;;D;C;76,2;;;2,3;3,7;16,1;;0,5;1,2;752.815;5.349.456;;;;;24.272;12.521;11.751;25,4;24,2;26,8;48,24783831;12,40571395;1.133;1.038;10,2;9,5;15,6;3,2;12,1;1,8;9,0;8,8;12.606;11.569;0,67;0,95;0,89;1,10;1,17;1,00;0,84;0,82;;49;181;;;19;81;;;24;97;;50;7740037O7740013O;3,010;Ri1_ist_NachNK;- in Bearbeitung -;
7934;9151;AD Starnberg (N);9;BY;A;95;;8+1;München;AS München-Fürstenried;N;Garmisch-Partenkir.;AD Dreieck Starnberg (A952);S;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;680.471;5.321.614;;;;;;;;;;;48,02230763;11,42045172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;7934003O7934010O;9,014;Ri1_ist_VonNK;- in Bearbeitung -;
8333;9164;Murnau/Kochel (S);9;BY;A;95;;8+1;München;AS Murnau/Kochel;N;Garmisch-Partenkir.;AS Eschenlohe;S;4;196;14.951;7.486;7.464;612;302;310;4,1;1,06;1,41;1,27;871;3,9;128;7,0;;;;;E;E;95,1;10,5;1,6;0,8;1,8;1,5;1,1;0,7;0,0;668.554;5.281.182;;;;;13.442;6.952;6.490;6,0;5,7;6,3;47,66206016;11,24500995;1.039;1.090;13,9;14,6;0,8;0,7;0,0;0,0;14,9;16,8;6.623;6.151;1,25;1,57;1,00;1,04;1,36;1,17;1,27;1,29;822;21;12;15;118;5;4;1;582;10;4;7;10;8333006O8333010O;3,096;Ri1_ist_VonNK;- in Bearbeitung -;
7934;9043;München-Kreuzhof (W);9;BY;A;95;;8+1;München;AS München-Kreuzhof;N;Garmisch-Partenkir.;AS München-Fürstenried;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;685.983;5.330.509;;;;;;;;;;;48,10067303;11,49816872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;7835079O7934003O;0,052;Ri1_ist_VonNK;- in Bearbeitung -;
8134;9161;Seeshaupt (N);9;BY;A;95;;8+1;München;AS Wolfratshausen;N;Garmisch-Partenkir.;AS Seeshaupt;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;678.544;5.302.926;;;;;;;;;;;47,85485571;11,38688235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;8034035O8134011O;5,507;Ri1_ist_VonNK;- in Bearbeitung -;
7834;9222;Gräfelfing (W);9;BY;A;96;;8+1;München;AS Gräfelfing;O;Memmingen;AD Dreieck München-Südwest;W;6;220;105.245;53.641;51.604;5.291;2.719;2.571;5,0;0,91;0,73;1,05;6.014;4,8;1.128;7,5;;;;;D;D;92,3;11,1;0,7;0,8;2,5;2,2;1,7;0,3;1,8;681.395;5.333.337;;;;;116.872;59.656;57.216;6,2;6,2;6,1;48,12741893;11,43780820;5.703;5.354;10,6;10,4;4,5;4,0;1,8;1,8;9,6;9,4;60.198;57.445;0,72;0,73;0,96;0,98;1,05;1,05;0,80;0,80;5.577;165;123;40;1.010;39;46;8;4.485;65;54;31;60;7834046O7834022O;1,813;Ri1_ist_NachNK;- in Bearbeitung -;
7931;9136;Landsberg a. L.-Nord (O);9;BY;A;96;;8+1;München;AS Landsberg a. Lech-Ost;O;Memmingen;AS Landsberg a. Lech-Nord;W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;639.974;5.324.974;;;;;;;;;;;48,06268166;10,87874943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;7931017O7931018O;1,065;Ri1_ist_NachNK;- in Bearbeitung -;
8424;9250;Lindau (S);9;BY;A;96;;8+1;Lindau;AS Lindau;O;Bregenz (A);GÜG Lindau-Autobahn;W;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;555.333;5.266.303;;;;;;;;;;;47,54779128;9,73536719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8424024O8424023O;0,071;Ri1_ist_NachNK;- in Bearbeitung -;
7834;9106;München-Laim (W);9;BY;A;96;;8+1;München;AS München-Laim;O;Memmingen;AS München-Blumenau;W;6;203;105.650;51.618;54.033;;;;;0,92;0,75;1,04;5.988;;1.231;;;;;;C;C;;;;;;;;;;685.391;5.333.085;;;;;116.132;56.192;59.940;;;;48,12400114;11,49134959;4.850;5.248;9,4;9,7;;;;;8,6;8,8;56.731;60.630;0,77;0,73;0,95;0,98;1,06;1,03;0,85;0,79;;;;;;;;;;;;;70;7834023O7835039O;0,921;Ri1_ist_NachNK;- in Bearbeitung -;
7928;9550;Stetten (W);9;BY;A;96;;8+1;München;AS Stetten;O;Memmingen;AS Erkheim;W;4;326;40.385;20.000;20.385;5.529;2.673;2.856;13,7;1,00;0,95;1,17;2.289;12,9;470;21,5;;;;;D;D;82,5;9,1;0,4;1,6;3,0;10,2;7,5;0,6;2,3;602.634;5.321.394;;;;;41.870;20.907;20.963;18,2;17,7;18,6;48,03758192;10,37688950;1.941;1.961;9,7;9,6;10,1;5,4;7,4;3,5;9,3;9,4;20.713;20.847;0,92;0,98;0,94;1,02;1,20;1,14;0,87;0,86;1.933;78;217;10;354;23;78;2;1.565;42;113;7;40;7927016O7928015O;4,014;Ri1_ist_NachNK;- in Bearbeitung -;
7735;9207;AD M.-Feldmoching (O);9;BY;A;99;;8+1;Kreuz Langwied (A8);AD Dreieck München-Feldmoching (A92);N;AK München/Brunnthal;AS München-Neuherberg;S;6;273;74.751;38.078;36.673;9.944;4.936;5.008;13,3;0,95;0,64;1,04;4.200;12,1;945;24,2;;;;;D;E;85,1;8,2;0,4;1,2;3,4;9,6;7,6;0,4;0,3;690.451;5.344.703;;;;;83.688;41.994;41.694;16,3;16,1;16,4;48,22693209;11,56448447;3.973;4.559;10,4;12,4;10,4;9,3;7,2;5,8;9,5;10,9;42.519;41.434;0,70;0,57;1,00;0,96;1,02;1,06;0,78;0,70;3.663;148;359;14;709;53;176;5;2.662;68;204;14;110;7735017O7735018O;1,676;Ri1_ist_VonNK;- in Bearbeitung -;
7734;9775;AD München-Allach (O);9;BY;A;99;;8+1;Kreuz Langwied (A8);AD Dreieck München-Allach (A99);N;AK München/Brunnthal;AS München-Ludwigsfeld;S;6;253;121.325;63.248;58.077;;;;;0,96;0,77;1,07;6.773;;1.620;;;;;;D;D;;;;;;;;;;683.406;5.342.558;;;;;131.726;68.026;63.699;;;;48,20973238;11,46877704;5.587;5.635;8,8;9,7;;;;;8,2;8,8;69.396;64.913;0,81;0,72;1,00;0,95;1,02;1,12;0,80;0,79;;;;;;;;;;;;;140;7734038O7734030O;2,105;Ri1_ist_VonNK;- in Bearbeitung -;
7734;9774;AD München-Eschenried (O);9;BY;A;99;;8+1;AD M.-Eschenried;AD Dreieck München-Eschenried (A8);N;AD München-Allach;AD Dreieck München-Allach (A99);S;4;58;59.913;32.247;27.666;;;;;1,01;0,82;1,09;3.284;;922;;;;;;D;D;;;;;;;;;;678.648;5.341.985;;;;;62.834;33.833;29.001;;;;48,20593508;11,40454843;3.030;2.806;9,4;10,1;;;;;9,0;9,7;34.257;28.648;0,82;0,81;0,98;0,94;1,06;1,12;0,84;0,82;;;;;;;;;;;;;150;7734038A7734037A;3,266;Ri1_ist_NachNK;- in Bearbeitung -;
7735;9215;AK München-Nord (W);9;BY;A;99;;8+1;Kreuz Langwied (A8);AS München-Neuherberg;N;AK München/Brunnthal;AS München-Fröttmaning-Nord;S;6;57;79.706;39.100;40.606;10.597;5.680;4.917;13,3;0,96;0,66;1,05;4.510;12,3;944;23,2;;;;;E;C;84,0;7,6;0,3;1,3;3,9;9,0;6,3;0,4;1,5;693.563;5.344.917;;;;;88.697;44.035;44.662;16,2;17,3;15,0;48,22791778;11,60643265;4.586;4.258;11,7;10,5;11,3;9,3;6,2;6,6;10,4;9,5;44.513;45.325;0,59;0,73;0,93;1,02;1,09;1,01;0,75;0,80;3.875;184;369;14;706;60;159;7;2.989;83;226;12;100;7735018O7735034O;1,488;Ri1_ist_VonNK;- in Bearbeitung -;
7836;9212;AK München-Ost (N);9;BY;A;99;;8+1;Kreuz Langwied (A8);AS Kirchheim b. München;N;AK München/Brunnthal;AK Kreuz München-Ost (A94);S;6;269;108.030;53.219;54.811;17.140;8.545;8.595;15,9;1,06;0,86;1,09;6.029;14,4;1.446;28,1;;;;;D;D;81,0;9,6;0,7;1,8;3,4;12,0;9,9;0,4;1,4;704.456;5.337.458;;;;;109.687;52.947;56.740;20,6;21,0;20,2;48,15746696;11,74935711;4.558;5.001;8,6;9,1;2,7;4,4;0,9;3,0;8,6;8,8;51.764;54.171;0,92;0,80;1,02;0,99;1,06;1,13;0,92;0,88;5.037;219;649;41;1.005;81;326;8;3.872;124;400;31;60;7836008O7836015O;1,502;Ri1_ist_VonNK;- in Bearbeitung -;
7836;9213;AK München-Ost (S);9;BY;A;99;;8+1;Autobahnring München;AK Kreuz München-Ost;N;Autobahnring München;AS Haar;S;6;151;103.789;53.142;50.648;13.980;6.884;7.096;13,5;1,03;0,82;1,08;5.827;12,4;1.319;23,1;;;;;D;C;82,6;6,1;0,5;1,9;3,3;9,7;7,0;0,5;2,0;705.277;5.334.847;;;;;107.268;53.560;53.707;17,0;16,6;17,5;48,13373584;11,75912289;4.727;5.029;8,9;9,9;10,1;9,0;7,6;6,8;8,8;9,4;52.940;51.040;0,89;0,74;1,01;0,96;1,08;1,09;0,91;0,82;4.966;212;510;25;981;72;233;10;3.695;105;306;23;50;7836015O7836026O;0,995;Ri1_ist_VonNK;- in Bearbeitung -;
7834;9220;AK München-West (N);9;BY;A;99;;5+1;AD München-SW (A96);AK Kreuz München-West (A8);N;AK München-Nord (A9);AD Dreieck München-Allach (A99);S;4;328;59.680;29.667;30.013;5.409;2.723;2.686;9,1;0,92;0,73;1,04;3.387;8,4;687;15,8;;;;;D;D;88,8;;;0,8;3,4;5,2;;0,4;1,3;681.160;5.340.420;;;;;66.534;33.052;33.482;11,4;11,6;11,3;48,19115543;11,43765740;2.988;2.810;10,1;9,4;7,4;5,1;3,6;3,0;9,0;8,4;33.345;34.411;0,70;0,75;0,95;1,00;1,08;1,00;0,78;0,76;;120;164;;;44;64;;;44;88;;160;7834038O7734038O;1,182;Ri1_ist_VonNK;- in Bearbeitung -;
7834;9219;AS Germering-Nord (N);9;BY;A;99;;5+1;AD München-SW (A96);AS Germering-Nord;N;AK München-Nord (A9);AS München-Lochhausen;S;4;306;79.577;37.736;41.841;6.886;3.083;3.803;8,7;0,93;0,75;1,03;4.543;8,0;861;15,8;;;;;D;D;89,3;;;0,9;3,8;4,4;;0,4;1,1;678.439;5.336.381;;;;;87.830;42.052;45.779;10,9;10,2;11,5;48,15561770;11,39938406;3.403;3.514;9,0;8,4;6,6;6,9;3,9;3,7;8,1;7,7;43.306;46.679;0,72;0,77;0,97;0,99;1,05;1,02;0,79;0,78;;181;182;;;64;72;;;69;94;;170;7834043O7834039O;1,143;Ri1_ist_VonNK;- in Bearbeitung -;
7735;9218;Aschheim-West;9;BY;A;99;;8+1;Autobahnring München;AK Kreuz München-Nord (A9);N;AK München/Brunnthal;AS Aschheim/Ismaning;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;697.058;5.342.675;;;;;;;;;;;48,20668853;11,65240389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;7735012O7836063O;2,353;Ri1_ist_VonNK;- in Bearbeitung -;
7836;9211;Aschheim/Ismaning (S);9;BY;A;99;;8+1;Autobahnring München;AS Aschheim/Ismaning;N;Autobahnring München;AS Kirchheim;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;702.309;5.340.262;;;;;;;;;;;48,18335095;11,72185751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;7836063O7836008O;2,358;Ri1_ist_VonNK;- in Bearbeitung -;
7735;9155;Feldmoching;9;BY;A;99;;8+1;Kreuz Langwied (A8);AS München-Ludwigsfeld;N;AK München/Brunnthal;AD Dreieck München-Feldmoching (A92);S;6;115;117.757;57.664;60.092;15.028;7.313;7.715;12,8;0,96;0,72;1,04;6.613;11,7;1.493;22,6;;;;;D;D;86,1;7,6;0,3;1,1;3,7;8,4;6,7;0,6;0,0;687.256;5.344.117;;;;;129.078;62.554;66.525;16,1;16,2;16,0;48,22261325;11,52123881;4.892;5.686;8,5;9,5;9,1;10,1;5,9;5,9;7,8;8,5;63.781;66.904;0,78;0,66;1,02;0,95;1,00;1,09;0,78;0,74;5.825;272;499;17;1.150;96;241;5;4.500;124;287;15;130;7734030O7735017O;3,120;Ri1_ist_VonNK;- in Bearbeitung -;
7936;9228;Hohenbrunn;9;BY;A;99;;8+1;AK München-Ost (A94);AS Hohenbrunn (B471);N;AK München-Süd (A8);AS Ottobrunn;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;701.016;5.326.204;;;;;;;;;;;48,05742549;11,69785239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7936008O7936012O;1,180;Ri1_ist_VonNK;- in Bearbeitung -;
7936;9244;Neu-Keferloh;9;BY;A;99;;8+1;Kreuz Langwied (A8);AS Haar;N;AK München/Brunnthal;AS Hohenbrunn;S;6;125;93.751;47.124;46.628;13.420;6.602;6.818;14,3;1,07;0,83;1,07;5.301;13,1;1.118;26,0;;;;;D;C;83,4;7,7;0,4;2,3;3,2;10,5;8,6;0,6;0,0;703.704;5.328.777;;;;;95.442;46.983;48.460;18,4;18,3;18,5;48,07969138;11,73510692;4.588;4.304;9,7;9,2;4,0;7,9;3,1;5,5;9,8;8,9;47.053;47.522;0,90;0,76;1,01;0,97;1,03;1,12;0,91;0,86;4.585;191;503;22;822;64;227;5;3.361;108;306;19;30;7836026O7936008O;2,872;Ri1_ist_VonNK;- in Bearbeitung -;
7936;9229;Ottobrunn;9;BY;A;99;;8+1;AK München-Ost (A94);AS Ottobrunn;N;AK München-Süd (A8);AK München-Süd (A8/A995);S;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;699.450;5.323.780;;;;;;;;;;;48,03613406;11,67571944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7936012O7935020O;0,533;Ri1_ist_VonNK;- in Bearbeitung -;
7934;9150;AD Starnberg (W);9;BY;A;952;;8+1;AD Starnberg (A95);AD Dreieck Starnberg (A95);O;Starnberg;AS Percha;W;4;319;29.052;14.982;14.070;797;421;376;2,7;0,91;0,77;0,99;1.685;2,6;261;4,1;;;;;D;C;95,9;5,4;0,5;0,5;1,7;0,9;0,5;0,1;0,8;678.690;5.319.647;;;;;32.030;16.601;15.429;3,4;3,5;3,4;48,00512629;11,39575707;1.696;1.430;11,3;10,2;2,5;0,7;0,8;0,1;10,2;9,3;17.175;15.794;0,76;0,79;0,94;0,95;0,99;0,99;0,76;0,78;1.618;30;14;9;245;7;4;2;1.319;9;3;7;10;7934010O7934014G;1,993;Ri1_ist_VonNK;- in Bearbeitung -;
7935;9221;München-Giesing (S);9;BY;A;995;;8+1;München;AS München-Giesing (B13);N;AK München/Brunnthal;AS Unterhaching-Nord;S;5;147;57.728;26.487;31.241;;;;;0,96;0,82;1,10;3.296;;623;;;;;;C;D;;;;;;;;;;692.911;5.329.622;;;;;61.398;27.235;34.163;;;;48,09064708;11,59072960;2.476;2.912;9,3;9,3;;;;;9,1;8,5;26.625;33.940;0,97;0,70;1,00;0,95;1,09;1,11;0,98;0,87;;;;;;;;;;;;;10;7935001O7935004O;0,492;Ri1_ist_VonNK;- in Bearbeitung -;
7230;9270;Donauwörth;9;BY;B;2;;8+1;Donauwörth;Donauwörth;N;Augsburg;Nordheim;S;4;236;23.881;11.585;12.296;4.288;2.079;2.209;18,0;0,94;0,69;1,09;1.346;16,8;293;28,8;;;;;D;E;80,4;8,6;0,7;1,6;2,9;14,8;10,8;0,2;0,0;632.124;5.397.424;;;;;26.789;12.926;13.863;23,1;23,0;23,2;48,71583649;10,79623811;1.306;1.460;11,3;11,9;16,4;13,0;13,7;10,8;10,1;10,5;13.208;13.948;0,74;0,64;1,00;0,95;1,06;1,12;0,72;0,68;1.110;41;184;10;208;10;74;1;767;12;85;5;110;7230012O7230007O;1,716;Ri1_ist_NachNK;- in Bearbeitung -;
7531;9129;Langweid;9;BY;B;2;;8+1;Donauwörth;Meitingen;N;Augsburg;Gersthofen;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;637.478;5.372.470;;;;;;;;;;;48,49030358;10,86071245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;7531007O7431024O;0,515;Ri1_ist_NachNK;- in Bearbeitung -;
8533;9274;Mittenwald;9;BY;B;2;;8+1;Garmisch-Partenkir.;Mittenwald;N;Bundesgrenze (A);GÜ Scharnitz;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;670.391;5.254.656;;;;;;;;;;;47,42308252;11,25917976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8533009O8533007O;2,981;Ri1_ist_NachNK;- in Bearbeitung -;
8432;9350;Oberau (n);9;BY;B;2;;8+1;München;Eschenlohe;N;Garmisch-Partenkir.;Farchant;S;2;235;23.663;11.873;11.791;952;505;447;4,0;1,02;1,02;1,14;1.385;3,9;187;6,1;;;;;C;D;93,3;11,2;0,7;0,7;1,9;1,2;0,9;0,9;2,0;660.849;5.269.570;;;;;23.320;11.520;11.800;5,3;5,7;5,0;47,55961117;11,13819803;1.271;1.154;10,7;9,8;0,9;0,7;0,2;0,0;11,0;9,8;11.879;11.566;1,08;0,96;0,94;0,95;1,06;1,23;0,98;0,96;1.294;38;16;10;172;7;4;0;878;15;5;5;60;8432006O8433005O;0,082;Ri1_ist_NachNK;- in Bearbeitung -;
8432;9351;Oberau (s);9;BY;B;2;;8+1;Garmisch-Partenkir.;Eschenlohe;N;Murnau;Farchant;S;2;236;29.433;14.543;14.889;1.124;573;552;3,8;1,04;0,94;1,13;1.730;3,7;219;6,1;;;;;C;C;93,6;11,3;1,0;0,7;1,8;1,2;0,9;0,8;1,9;660.772;5.269.150;;;;;29.287;14.221;15.066;5,0;5,2;4,9;47,55585660;11,13701849;1.571;1.489;10,8;10,0;1,7;2,0;0,2;0,3;11,0;9,9;14.485;14.872;1,03;0,86;0,93;0,94;1,05;1,20;0,96;0,97;1.616;44;20;18;201;8;6;1;1.050;16;6;8;40;8432017O8432008O;1,621;Ri1_ist_NachNK;- in Bearbeitung -;
6632;9945;Schwabach;9;BY;B;2;;8+1;Nürnberg;Rednitzhembach;N;Augsburg;Roth;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;650.124;5.466.275;;;;;;;;;;;49,33071658;11,06627337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;6632036O6632035B;0,660;Ri1_ist_NachNK;- in Bearbeitung -;
6931;9271;Weißenburg i.Bay.;9;BY;B;2;;8+1;Ellingen;Ellingen;N;Weissenburg;Weissenburg i. Bay.;S;2;364;16.525;8.278;8.247;2.412;1.172;1.240;14,6;0,85;0,66;1,08;949;13,6;167;26,4;;;;;C;C;83,9;8,5;0,9;1,4;2,8;11,6;8,3;0,2;0,1;645.317;5.432.985;;;;;18.884;9.416;9.469;19,2;18,6;19,9;49,03261038;10,98811297;901;893;10,9;10,8;14,3;13,4;11,7;11,2;9,6;9,4;9.423;9.465;0,68;0,65;1,01;0,95;1,05;1,10;0,76;0,73;811;28;101;9;123;5;39;1;525;6;42;5;120;6931022O6931018O;0,124;Ri1_ist_NachNK;- in Bearbeitung -;
6634;9273;Burgthann-Oberferrieden;9;BY;B;8;;8+1;Neumarkt;Postbauer-Heng;O;Feucht;Oberferrieden;W;2;327;10.264;5.145;5.119;696;349;347;6,8;0,91;0,56;1,07;597;6,6;90;9,6;;;;;D;C;92,4;7,0;1,2;0,8;2,4;4,3;3,2;0,1;0,0;669.796;5.465.718;;;;;11.794;5.884;5.910;8,5;8,5;8,5;49,32055684;11,33657225;506;580;9,8;11,3;6,1;4,3;4,2;2,9;8,6;9,8;5.828;5.883;0,58;0,55;0,98;0,98;1,06;1,07;0,82;0,80;550;14;25;7;80;3;5;1;330;2;6;4;100;6633015O6634018O;2,212;Ri1_ist_NachNK;- in Bearbeitung -;
6226;9275;Kitzingen;9;BY;B;8;;8+1;Kitzingen;Repperndorf;O;Würzburg;Biebelried;W;2;247;20.527;10.376;10.151;1.318;668;650;6,4;0,90;0,60;1,07;1.171;5,8;224;12,6;;;;;D;E;92,0;7,2;0,4;0,7;2,1;3,9;2,6;0,3;0,9;579.380;5.512.621;;;;;23.491;11.836;11.655;7,9;7,9;7,8;49,76082402;10,10218023;1.163;1.195;11,2;11,8;4,7;5,7;2,9;3,0;9,8;10,3;11.815;11.860;0,61;0,58;0,97;0,95;1,10;1,04;0,78;0,74;1.087;28;40;5;193;7;21;1;769;10;20;3;80;6226039O6226024O;2,129;Ri1_ist_NachNK;- in Bearbeitung -;
7040;9295;Rain;9;BY;B;8;;8+1;Straubing;Atting;O;Regensburg;Rain;W;2;362;7.274;3.693;3.581;1.303;667;635;17,9;0,98;0,63;1,08;411;16,7;87;29,3;;;;;B;B;80,5;7,2;1,2;1,5;3,6;14,1;10,6;0,3;0,1;755.162;5.422.823;;;;;8.097;4.110;3.987;22,8;23,2;22,5;48,90572985;12,48228135;431;464;11,7;13,0;16,2;15,3;12,8;12,0;10,5;11,6;4.173;4.055;0,66;0,61;1,00;0,98;1,04;1,12;0,75;0,78;337;16;53;5;61;4;22;0;211;3;26;3;120;7040014O7040016O;0,089;Ri1_ist_NachNK;- in Bearbeitung -;
7143;9401;Deggendorf;9;BY;B;11;;8+1;Bayrisch Eisenstein;Grafling;N;Deggendorf;Deggendorf;S;2;105;11.939;5.936;6.003;;;;;0,98;0,76;1,10;688;;116;;;;;;E;E;;;;;;;;;;790.353;5.420.852;;;;;12.965;6.540;6.425;;;;48,87255099;12,96001595;785;803;13,2;13,4;;;;;12,0;12,5;6.520;6.486;0,69;0,83;0,99;1,05;1,15;1,04;0,83;0,81;;;;;;;;;;;;;40;7143034O7143044O;1,619;Ri1_ist_NachNK;- in Bearbeitung -;
7438;9310;Eching-Viecht;9;BY;B;11;;8+1;Landshut;Landshut;N;München;Moosburg;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;726.230;5.376.432;;;;;;;;;;;48,50022972;12,06265370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;7438027O7438039O;0,071;Ri1_ist_NachNK;- in Bearbeitung -;
